pl_discmethod,pl_pnum,pl_orbper,pl_orbsmaxlim,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rvamp,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_ratror,pl_disc,pl_locale,st_glon,st_glat,st_elon,st_elat,st_plx,st_pmra,st_pmdec,st_pm,st_radv,st_sp,st_logg,st_lum,st_age,st_vsini,st_colorn
Transit,1,4.20474,0,0,0.52,1.26,279.750514,6.969787,1670,,5590,1.09,1.79,1,1,0,0,0,0,3.15E-02,61,0.52,165.26,14.12,0.13,6.28,0.0718,2013,Space,37.744489,5.926071,281.196447,30.030888,,,,,15.51,4.5,3.99,,8.6,2,3
Transit,1,3.57532,0,0.065,10.39,1.007,278.495813,5.538462,,15.54,5900,1.05,1.08,1,1,0,0,0,0,,1326,10.39,3302.11,11.287,0.103,9.48,0.099,2014,Space,35.894565,6.396628,279.650212,28.693594,,,,,-4.09,4.2,4.4,,4.21,4,3
Transit,1,5.20851,0,0.047,0.484,0.955,278.688338,5.57373,560,,5150,1.01,1.78,1,1,0,0,0,0,1.08E-01,56.4,0.484,153.82972,10.705,0.098,7.29,0.0551,2015,Space,36.013038,6.241398,279.870903,28.715798,,,,,,4.85,3.6,,12,3,3
Transit,1,2.85057,0,0.082,0.85,0.9,278.902103,6.479651,765,,5260,0.97,0.9,1,1,0,0,0,0,5.05E-02,125,0.85,270.1555,10.088,0.092,9.22,0.1028,2015,Space,36.923396,6.458815,280.186009,29.604712,,,,,,5,4.3,,4.5,3.5,3
Transit,1,4.2568,,0,21.66,1.01,292.055263,0.12182,680,13.292,6740,1.37,1.56,1,1,0,0,0,0,,,21.66,6883.91,11.32,0.104,7.8,0.0663,2008,Space,37.262944,-8.120552,293.84673,21.753769,,,,,-56.16,3.3,4.22,,2.2,17,3
Transit,1,9.20205,0,0,0.72,1.19,102.194663,-0.672774,,,6190,1.16,1.17,1,1,0,0,0,0,,63,0.72,228.83,13.34,0.122,17.36,0.1047,2008,Space,213.227628,-0.898357,103.321178,-23.549905,,,,,32.3,,4.41,,1,6.4,3
Transit,1,4.0378962,0,0.09,0.467,1.388,101.277254,0.815239,,,6100,1,1.19,1,1,0,0,0,0,,59.1,0.467,148.42,15.558,0.143,,,2009,Space,211.484737,-1.036103,102.187689,-22.148195,,,,,,3.9,4.19,,6.9,1,3
Transit,1,8.886593,0,0.1,2.96,1.166,281.072525,6.663194,,13.912,6090,1.05,1.02,1,1,0,0,0,0,,280,2.96,940.74,13.068,0.12,17.94,0.1169,2009,Space,38.062962,4.615925,282.675017,29.616591,,,,,-18.24,3.9,4.43,,,7.6,3
Transit,2,0.85359,0,0,0.01,0.15,100.956125,-1.063033,153.7,11.668,5275,0.82,0.83,1,1,0,0,0,0,,3.1,0.01,3.1783,1.681,0.015,4.26,,2009,Space,213.01046,-2.178513,102.010052,-24.046701,,,,,31.17,4.9,4.5,,,3.5,3
Radial Velocity,2,3.698,0,0,0.02643,,100.956125,-1.063033,153.7,11.668,5275,0.82,0.83,0,1,0,0,0,0,2.99E-01,4,0.02643,8.4,,,,,2009,Space,213.01046,-2.178513,102.010052,-24.046701,,,,,31.17,4.9,4.5,,,3.5,3
Transit,1,6.21229,0,0,0.22,0.57,291.588518,1.426452,380,14.8,5080,0.88,0.77,1,1,0,0,0,0,1.66E-01,26,0.22,69.92,6.39,0.059,17.6,0.075,2010,Space,38.21292,-7.104052,293.57411,23.116257,,,,,-37.47,5.1,4.58,,3,2,3
Transit,1,95.272656,0,0.133,0.84,1.066,280.786712,6.204172,460,13.69,5625,0.96,0.96,1,1,0,0,0,0,8.74E-01,39,0.84,266.9772,11.949,0.11,89.9,0.11402,2009,Space,37.523411,4.66224,282.304648,29.183878,,,,,19.82,4.3,4.54,,6,3.5,3
Transit,1,6.71837,0,,0.15,0.57,100.195183,9.257431,,,5970,1.08,0.79,1,1,0,0,0,0,,14,0.15,47.6745,6.389,0.059,,0.054,2017,Space,203.482383,1.863841,100.364021,-13.815817,,,,,,4,4.67,-0.155,,3.2,3
Astrometry,1,246.36,0,0.345,28.5,,125.76305,-49.200359,20.77,,,0.07,,0,0,0,1,0,0,1.73E+01,,28.5,9057.77,,,,,2013,Ground,265.616826,-6.8261,154.111012,-64.882327,48.16,,,,,7.15,,,1,,3
Imaging,1,,0,,11,,67.423158,26.54952,140,,,0.33,0.27,0,0,1,0,0,0,2.36E+03,,11,3496,,,,,2004,Ground,171.899507,-14.938721,69.843598,4.676286,,,,,,6.05,,,0.001,,3
Eclipse Timing Variations,1,10220,0,0.39,6.05,,169.316667,17.961417,,,,0.69,,0,0,0,0,0,1,,,,,,,,,2009,Ground,230.897313,66.456659,163.074589,12.285517,,,,,,,,,,,0
Transit,1,21.169861,0,0.06,,0.177,130.41037,17.640005,,15.256,4148.21,0.66,0.57,1,0,0,0,0,0,,,,,1.98,0.018,48.67,0.03182,2016,Space,208.283082,32.037612,128.156453,-0.60763,,-36.4,-11.8,38.3,34.85,,,,,2.6,4
Transit,1,19.49213,0,0,0.08495,0.546,136.573975,19.402252,182.6,10.154,6025,1.18,1.38,1,1,0,0,0,0,8.10E-01,5.7,0.08495,27,6.12,0.056,23.1,0.0407,2018,Space,208.781802,38.127689,133.29632,2.686761,,44.3,-42,61,1.26,4,4.25,,3.99,4,4
Transit,1,2.18056,0,0,1.6,1.65,253.76889,-28.710564,458,11.601,6257,1.28,1.43,1,1,0,0,0,0,8.08E-02,210,1.6,508.528,18.495,0.169,5.5,0.118,2018,Ground,353.871282,9.233621,255.727635,-6.071918,,-8.7,-4.3,9.7,-23.03,3.6,4.24,,2.55,11.76,4
Transit,1,3.20466,0,0,0.86,1.3,347.704346,-7.857499,453,13.748,5630,1.19,1.59,1,1,0,0,0,0,1.02E-01,100,0.86,273.3338,14.572,0.134,6.27,0.08,2018,Ground,67.227387,-59.356523,345.632343,-2.379315,,-20.3,-4.9,20.9,,4.2,4.11,,5.63,3.78,4
Imaging,1,,0,,16,,65.898908,25.049898,140,,2838,0.05,,0,0,1,0,0,0,5.71E+03,,16,5085.28,,,,,2008,Space,172.115586,-16.960789,68.247655,3.412304,,,,,,6.72,,-0.699,0.001,,3
Imaging,1,555530,0,0.87,,,344.412689,-29.622236,7.7,1.16,,1.92,,0,0,1,0,0,0,2.08E+04,,,,,,,,2008,Space,20.488021,-64.90957,333.860252,-21.135613,,329.22,-164.22,367.9,,2.3,,,,3.9,13
Transit,2,1.628931,0,0.22,0.00522,,153.715737,-47.156727,12.04,13.49,3270,0.18,0.21,1,1,0,0,0,0,1.27E+00,2.85,0.00522,1.66,,,,,2015,Ground,277.259427,7.760276,181.445562,-52.418931,83.07,-934.3,327.4,990,35.08,6.45,,-2.359,,2,4
Transit,2,8.929,0,0.27,0.00831,,153.715737,-47.156727,12.04,13.49,3270,0.18,0.21,0,1,0,0,0,0,3.95E+00,2.57,,,,,,,2018,Ground,277.259427,7.760276,181.445562,-52.418931,83.07,-934.3,327.4,990,35.08,6.45,,-2.359,,2,4
Radial Velocity,2,41.38,0,0.38,0.30425,,175.435974,42.751972,11.03,11.92,3264,0.35,0.4,0,1,0,0,0,0,1.51E+01,38.37,,,,,,,2010,Ground,160.612622,68.918003,156.148069,36.838993,90.66,-579.67,-89.54,586.54,-9.1,6.4,,-1.699,,,6
Radial Velocity,2,532.58,0,0.342,0.21414,,175.435974,42.751972,11.03,11.92,3264,0.35,0.4,0,1,0,0,0,0,8.27E+01,11.34,,,,,,,2017,Ground,160.612622,68.918003,156.148069,36.838993,90.66,-579.67,-89.54,586.54,-9.1,6.4,,-1.699,,,6
Transit,1,1.58040456,0,,0.0197,0.254,258.828837,4.96392,12.95,15.1,3026,0.15,0.22,1,1,0,0,0,0,1.09E+00,12.2,0.0197,6.26125,2.847,0.026,14,,2009,Ground,26.163966,23.610877,257.383147,27.915249,77.2,590.4,-794.7,990,-21.1,6.45,4.94,,,2,5
Radial Velocity,3,8.63182,0,0.073,0.03335,,62.315273,-53.373699,14.97,11.81,3500,0.4,,0,1,0,0,0,0,4.05E+00,6.13,,,,,,,2013,Ground,262.781877,-45.323559,30.835617,-71.166855,66.82,1043.71,581.95,1194.99,58.6,6.35,,-1.708,6,,15
Radial Velocity,3,25.63058,0,0.099,0.0214,,62.315273,-53.373699,14.97,11.81,3500,0.4,,0,1,0,0,0,0,8.38E+00,2.75,,,,,,,2013,Ground,262.781877,-45.323559,30.835617,-71.166855,66.82,1043.71,581.95,1194.99,58.6,6.35,,-1.708,6,,15
Radial Velocity,3,603.95116,0,0.373,0.0925,,62.315273,-53.373699,14.97,11.81,3500,0.4,,0,1,0,0,0,0,6.88E+01,4.42,,,,,,,2013,Ground,262.781877,-45.323559,30.835617,-71.166855,66.82,1043.71,581.95,1194.99,58.6,6.35,,-1.708,6,,15
Radial Velocity,1,2288,0,0.21,0.82,,73.023865,6.476539,12.12,12,3370,0.36,0.38,0,1,0,0,0,0,1.99E+02,25.8,,,,,,,2009,Ground,192.22585,-22.862487,72.440162,-15.933888,82.52,146.09,-310.14,342.83,,6.35,4.83,-1.796,,1.5,14
Radial Velocity,2,18.6498,0,0.1,0.00909,,111.852081,5.225785,3.8,9.872,3382,0.29,0.29,0,1,0,0,0,0,2.40E+01,1.61,,,,,,,2017,Ground,212.344605,10.373589,112.742728,-16.50485,262.98,572.51,-3693.51,3737.62,18.41,6.35,,-2.056,,,36
Radial Velocity,2,4.7234,0,0.17,0.00371,,111.852081,5.225785,3.8,9.872,3382,0.29,0.29,0,1,0,0,0,0,9.59E+00,1.06,,,,,,,2017,Ground,212.344605,10.373589,112.742728,-16.50485,262.98,572.51,-3693.51,3737.62,18.41,6.35,,-2.056,,,36
Radial Velocity,1,133.71,0,0.511,3.37,,4.052823,-79.851181,17.62,6.59,5540,0.9,0.9,0,1,0,0,0,0,2.78E+01,167,,,,,,,2000,Ground,304.871337,-37.144007,294.815071,-65.241399,56.76,433.87,-57.95,437.72,-5.81,4.6,4.7,-0.18,,5.5,6
Radial Velocity,3,1.22003,0,0.19,0.0056,,32.295425,-16.339592,28.48,10.98,3717,0.68,0.5,0,1,0,0,0,0,6.92E-01,1.43,,,,,,,2017,Ground,185.995664,-69.012079,23.84291,-27.519969,35.11,516.37,79.43,522.44,13.6,6,,-1.347,,,7
Radial Velocity,3,5.974,0,0.11,0.01315,,32.295425,-16.339592,28.48,10.98,3717,0.68,0.5,0,1,0,0,0,0,2.00E+00,1.93,,,,,,,2017,Ground,185.995664,-69.012079,23.84291,-27.519969,35.11,516.37,79.43,522.44,13.6,6,,-1.347,,,7
Radial Velocity,3,257.8,0,0.32,0.03304,,32.295425,-16.339592,28.48,10.98,3717,0.68,0.5,0,1,0,0,0,0,2.45E+01,1.47,,,,,,,2017,Ground,185.995664,-69.012079,23.84291,-27.519969,35.11,516.37,79.43,522.44,13.6,6,,-1.347,,,7
Radial Velocity,1,692,0,0.11,2.5,,130.24673,-23.456289,15.1,11.97,3510,0.42,,0,1,0,0,0,0,7.62E+01,75.2,2.5,794.5,,,,,2007,Ground,246.799424,11.189983,140.75966,-40.070149,65.3,-366.5,733.5,820,87.8,6.25,,,5,,13
Radial Velocity,1,4100,0,0.37,2.3,,133.781754,1.546508,20.03,9.97,3900,0.69,,0,1,0,0,0,0,2.25E+02,40,,,,,,,2013,Ground,226.70542,28.000745,135.787777,-15.207852,49.92,45.83,-1044.3,1045.31,,6.1,,,,,19
Radial Velocity,4,30.5987,0,0.06,0.07406,,67.14882,-25.169301,15.77,11.962,3466,0.42,0.4,0,1,0,0,0,0,9.09E+00,8.603,,,,,,,2015,Ground,223.539019,-41.612063,59.472876,-46.21616,63.42,306.37,-74.18,315.22,13.3,6.25,,-1.658,,,3
Radial Velocity,4,122.6196,0,0.11,0.06636,,67.14882,-25.169301,15.77,11.962,3466,0.42,0.4,0,1,0,0,0,0,2.29E+01,4.891,,,,,,,2015,Ground,223.539019,-41.612063,59.472876,-46.21616,63.42,306.37,-74.18,315.22,13.3,6.25,,-1.658,,,3
Radial Velocity,4,48.1345,0,0.12,0.02391,,67.14882,-25.169301,15.77,11.962,3466,0.42,0.4,0,1,0,0,0,0,1.23E+01,2.42,,,,,,,2017,Ground,223.539019,-41.612063,59.472876,-46.21616,63.42,306.37,-74.18,315.22,13.3,6.25,,-1.658,,,3
Radial Velocity,4,13.2543,0,0.21,0.01032,,67.14882,-25.169301,15.77,11.962,3466,0.42,0.4,0,1,0,0,0,0,5.21E+00,1.658,,,,,,,2017,Ground,223.539019,-41.612063,59.472876,-46.21616,63.42,306.37,-74.18,315.22,13.3,6.25,,-1.658,,,3
Radial Velocity,2,5.3636,0,0.23,0.00636,,75.48928,-6.946263,5.32,12.22,3159,0.16,0.12,0,1,0,0,0,0,6.17E+00,2.55,,,,,,,2017,Ground,206.43054,-27.471237,73.386219,-29.552486,187.92,-550.2,-533.3,766.24,42.45,6.4,,-2.569,,,5
Radial Velocity,2,40.54,0,0.17,0.00727,,75.48928,-6.946263,5.32,12.22,3159,0.16,0.12,0,1,0,0,0,0,2.38E+01,1.49,,,,,,,2017,Ground,206.43054,-27.471237,73.386219,-29.552486,187.92,-550.2,-533.3,766.24,42.45,6.4,,-2.569,,,5
Radial Velocity,1,14.207,0,0.31,0.0208,,78.944663,-31.295951,23.16,12.08,3526,0.47,0.44,0,1,0,0,0,0,3.84E+00,3.04,,,,,,,2015,Ground,234.219884,-33.034901,73.767614,-54.114028,43.18,541.4,178.2,570,47.8,6.25,,-1.538,,,3
Radial Velocity,1,3.3366487,0,0.017,0.043,0.346,119.774349,15.391492,25.2,12.33,3652,0.51,0.48,1,1,0,0,0,0,1.23E+00,,0.043,13.73,3.88,0.036,13.94,0.07642,2012,Ground,206.235418,21.757602,118.731056,-5.127428,,-181.6,-48.7,188,26.52,6.15,4.78,,2.5,,4
Radial Velocity,1,2.64561,0,0.08,0.026,,164.646242,-31.143989,19.8,11.93,,0.45,0.43,0,1,0,0,0,0,1.45E+00,5.59,0.026,8.4,,,,,2010,Ground,276.223405,25.810023,179.848028,-34.378377,50.55,-582.8,-92.1,590,5.19,6.25,,-1.699,5,1,3
Radial Velocity,1,6.905,0,0.121,0.02246,,242.263092,52.943874,16.96,10.25,3867,0.63,0.61,0,1,0,0,0,0,3.58E+00,3.29,,,,,,,2017,Ground,82.2045,45.470077,211.505298,70.795228,58.95,204.2,62,213.4,,6,4.65,-1.12,,1.67,6
Radial Velocity,2,2.64977,0,0,0.00777,,259.002655,11.057666,17.79,10.83,3722,0.5,0.49,0,1,0,0,0,0,1.63E+00,1.82,,,,,,,2016,Ground,32.274221,26.150632,256.94828,34.000028,56.2,-137.6,-346.4,372.7,-44.81,6.1,4.77,-1.387,,0.93,7
Radial Velocity,2,13.74,0,0.049,0.0197,,259.002655,11.057666,17.79,10.83,3722,0.5,0.49,0,1,0,0,0,0,5.00E+00,2.67,,,,,,,2016,Ground,32.274221,26.150632,256.94828,34.000028,56.2,-137.6,-346.4,372.7,-44.81,6.1,4.77,-1.387,,0.93,7
Radial Velocity,1,7.3709,0,0.08,0.02,,173.862289,-32.53997,9.04,9.806,3461,0.59,0.5,0,1,0,0,0,0,6.64E+00,3.1,0.02,6.3566,,,,,2011,Ground,284.883981,27.654775,188.900467,-31.961933,110.65,-70.6,-850.7,853.6,18,6.15,4.81,,,,18
Radial Velocity,1,2.64388312,0,0.13827,0.07,0.372,175.546219,26.70657,10.23,10.67,,0.47,0.46,1,1,0,0,0,0,2.85E+00,17.09,0.07,22.1,4.17,0.038,13.73,0.0822,2004,Ground,210.542041,74.568904,164.773692,22.627727,97.73,896.37,-813.7,1210.61,9.6,6.25,4.79,,,0.24,11
Imaging,1,,0,,4,,199.193817,9.424156,17.95,5.22,6234,1.22,,0,0,1,0,0,0,2.42E+03,,4,1271.3,,,,,2013,Ground,322.790149,71.3124,194.008198,16.214869,55.71,-334.9,191,385.5,-27.4,4,4.6,0.332,0.16,7.4,24
Radial Velocity,1,8.7076,0,0.08,0.01686,,210.26329,-2.654864,10.03,9.72,3685,0.52,0.5,0,1,0,0,0,0,6.64E+00,2.6,,,,,,,2016,Ground,335.055454,55.813453,209.104682,9.076727,,-825.3,597.9,1019.1,-25.62,6.1,4.75,-1.377,,1.2,14
Radial Velocity,3,5.3686,0,0,0.0497,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,0,1,0,0,0,0,6.48E+00,12.6,,,,,,,2005,Ground,354.077543,40.01875,229.521622,10.256543,159.52,-1224.55,-99.52,1228.59,-9.21,6.3,,-1.886,2,2.1,25
Radial Velocity,3,12.914,0,0,0.0173,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,0,1,0,0,0,0,1.15E+01,3.3,,,,,,,2007,Ground,354.077543,40.01875,229.521622,10.256543,159.52,-1224.55,-99.52,1228.59,-9.21,6.3,,-1.886,2,2.1,25
Radial Velocity,3,3.149,0,0,0.0053,,229.861771,-7.72228,6.27,10.56,,0.31,0.29,0,1,0,0,0,0,4.49E+00,1.7,,,,,,,2009,Ground,354.077543,40.01875,229.521622,10.256543,159.52,-1224.55,-99.52,1228.59,-9.21,6.3,,-1.886,2,2.1,25
Radial Velocity,1,14.628,0,0.13,0.00887,,246.3526,54.304104,6.49,10.1,3499,0.3,0.31,0,1,0,0,0,0,1.21E+01,1.67,,,,,,,2017,Ground,83.211477,42.785424,215.564914,73.279138,,432.13,-171.48,464.91,-12.85,6.2,4.94,-1.894,,0.2,8
Radial Velocity,1,598.3,0,0.3,0.328,,254.53688,25.74416,10.32,9.69,3700,0.54,,0,1,0,0,0,0,1.10E+02,12.4,,,,,,,2009,Ground,46.523749,35.337414,248.941684,48.059289,96.9,-113.5,-507.7,520.2,4.3,6.05,,,,,10
Radial Velocity,5,7.2004,0,0.13,0.018,,259.745085,-34.996827,6.8,10.22,3350,0.33,,0,1,0,0,0,0,7.43E+00,3.93,,,,,,,2011,Ground,351.83958,1.414651,261.429866,-11.86212,146.3,1167.6,-170.3,1180,6.5,6.15,4.69,-1.863,2,,3
Radial Velocity,5,28.14,0,0.02,0.012,,259.745085,-34.996827,6.8,10.22,3350,0.33,,0,1,0,0,0,0,1.84E+01,1.71,,,,,,,2011,Ground,351.83958,1.414651,261.429866,-11.86212,146.3,1167.6,-170.3,1180,6.5,6.15,4.69,-1.863,2,,3
Radial Velocity,5,62.24,0,0.02,0.008,,259.745085,-34.996827,6.8,10.22,3350,0.33,,0,1,0,0,0,0,3.13E+01,0.92,,,,,,,2013,Ground,351.83958,1.414651,261.429866,-11.86212,146.3,1167.6,-170.3,1180,6.5,6.15,4.69,-1.863,2,,3
Radial Velocity,5,39.026,0,0.03,0.008,,259.745085,-34.996827,6.8,10.22,3350,0.33,,0,1,0,0,0,0,2.29E+01,1.08,,,,,,,2013,Ground,351.83958,1.414651,261.429866,-11.86212,146.3,1167.6,-170.3,1180,6.5,6.15,4.69,-1.863,2,,3
Radial Velocity,5,256.2,0,0.08,0.014,,259.745085,-34.996827,6.8,10.22,3350,0.33,,0,1,0,0,0,0,8.07E+01,0.95,,,,,,,2013,Ground,351.83958,1.414651,261.429866,-11.86212,146.3,1167.6,-170.3,1180,6.5,6.15,4.69,-1.863,2,,3
Radial Velocity,1,4.6938,0,0.2,0.035,,262.166443,-46.895191,4.54,9.37,3600,0.35,,0,1,0,0,0,0,8.59E+00,8.7,,,,,,,2007,Ground,343.003882,-6.777523,264.165953,-23.614419,220.43,573.7,-878.1,1048.9,,6.25,,-1.796,0.55,1,14
Radial Velocity,4,1056.80005,0,0.33,4.96,,262.546692,-51.636978,16.9,9.58,3734,0.73,0.69,0,1,0,0,0,0,1.08E+02,129.3,4.96,1576.4368,,,,,2010,Ground,339.10397,-9.542696,264.752044,-28.333379,59.3,-254.7,-183.7,314,-39.04,6,4.62,,,1.6,12
Radial Velocity,4,7337,0,,6.8,,262.546692,-51.636978,16.9,9.58,3734,0.73,0.69,0,1,0,0,0,0,3.90E+02,88.7,,,,,,,2016,Ground,339.10397,-9.542696,264.752044,-28.333379,59.3,-254.7,-183.7,314,-39.04,6,4.62,,,1.6,12
Radial Velocity,4,3.6005,,0.262,0.014,,262.546692,-51.636978,16.9,9.58,3734,0.73,0.69,0,1,0,0,0,0,,2.4,,,,,,,2012,Ground,339.10397,-9.542696,264.752044,-28.333379,59.3,-254.7,-183.7,314,-39.04,6,4.62,,,1.6,12
Radial Velocity,4,35.39,,0.125,0.025,,262.546692,-51.636978,16.9,9.58,3734,0.73,0.69,0,1,0,0,0,0,,2,,,,,,,2012,Ground,339.10397,-9.542696,264.752044,-28.333379,59.3,-254.7,-183.7,314,-39.04,6,4.62,,,1.6,12
Radial Velocity,1,38.14,0,0.04,0.06,,264.10791,68.339142,4.53,9.15,3340,0.45,0.43,0,1,0,0,0,0,3.75E+01,6.4,0.06,19.0698,,,,,2014,Ground,98.602314,31.964193,139.098969,87.126489,220.85,-320.5,-1270.7,1310.5,-28.8,6.3,4.82,,,,8
Radial Velocity,2,3657,0,0.08,0.68,,323.391571,-49.009006,4.94,8.66,3472,0.45,,0,1,0,0,0,0,7.21E+02,15.4,,,,,,,2008,Ground,349.172997,-46.349541,308.619251,-32.474924,202.53,-46.18,-818.01,819.31,,6.15,4.7,-1.585,,,23
Radial Velocity,2,35.68,0,0.18,0.017,,323.391571,-49.009006,4.94,8.66,3472,0.45,,0,1,0,0,0,0,3.30E+01,1.79,,,,,,,2014,Ground,349.172997,-46.349541,308.619251,-32.474924,202.53,-46.18,-818.01,819.31,,6.15,4.7,-1.585,,,23
Radial Velocity,1,1882,0,0.04,1,,332.418121,-4.640729,8.77,10.37,3241,0.65,0.53,0,1,0,0,0,0,2.68E+02,22,1,317.83,,,,,2006,Ground,55.890562,-45.399081,332.71949,6.277393,113.97,1136.1,-21.8,1136.3,-15.3,6.3,4.8,,,1,24
Radial Velocity,1,15.76491,0,0.04,4.42,,32.608059,-50.823723,10.91,6.12,5182,0.93,0.77,0,1,0,0,0,0,1.01E+01,376.7,4.42,1404.8086,,,,,1999,Ground,275.92629,-61.960869,0.427529,-57.849083,91.63,2150.3,673.2,2253.2,56.7,5.1,4.63,,,2.37,18
Radial Velocity,4,61.1166,0,0.0324,2.2756,,343.319733,-14.2637,4.7,10.191,,0.32,0.3,0,1,0,0,0,0,4.43E+01,214,2.2756,723.2235,,,,,1998,Ground,52.003955,-59.630067,339.169218,-6.626662,212.69,960.2,-672.1,1172.1,-1.6,6.4,,-1.907,1,0.16,25
Radial Velocity,4,30.0881,0,0.25591,0.7142,,343.319733,-14.2637,4.7,10.191,,0.32,0.3,0,1,0,0,0,0,2.76E+01,88.34,0.7142,226.9846,,,,,2000,Ground,52.003955,-59.630067,339.169218,-6.626662,212.69,960.2,-672.1,1172.1,-1.6,6.4,,-1.907,1,0.16,25
Radial Velocity,4,1.93778,0,0.207,0.021,,343.319733,-14.2637,4.7,10.191,,0.32,0.3,0,1,0,0,0,0,4.43E+00,6.56,0.021,6.83,,,,,2005,Ground,52.003955,-59.630067,339.169218,-6.626662,212.69,960.2,-672.1,1172.1,-1.6,6.4,,-1.907,1,0.16,25
Radial Velocity,4,124.26,0,0.055,0.046,,343.319733,-14.2637,4.7,10.191,,0.32,0.3,0,1,0,0,0,0,7.11E+01,3.42,0.046,14.6,,,,,2010,Ground,52.003955,-59.630067,339.169218,-6.626662,212.69,960.2,-672.1,1172.1,-1.6,6.4,,-1.907,1,0.16,25
Transit,3,1.2089802,0,,0.01076,0.145,351.770142,-1.286273,30.32,10.25,4269,0.61,0.61,1,1,0,0,0,0,6.23E-01,2.84,0.01076,3.42,1.62,0.015,6.62,0.0242,2017,Space,81.344525,-57.182757,351.933551,2.082007,32.98,374.4,215.7,432.1,,5.5,4.65,,,1.3,9
Transit,3,3.648083,0,,0.00761,0.113,351.770142,-1.286273,30.32,10.25,4269,0.61,0.61,1,1,0,0,0,0,1.30E+00,1.39,0.00761,2.42,1.269,0.012,13.83,0.01899,2017,Space,81.344525,-57.182757,351.933551,2.082007,32.98,374.4,215.7,432.1,,5.5,4.65,,,1.3,9
Transit,3,6.201467,0,,0.01636,0.185,351.770142,-1.286273,30.32,10.25,4269,0.61,0.61,1,1,0,0,0,0,1.85E+00,2.5,0.01636,5.2,2.07,0.019,19.7,0.03093,2017,Space,81.344525,-57.182757,351.933551,2.082007,32.98,374.4,215.7,432.1,,5.5,4.65,,,1.3,9
Imaging,1,,0,,20,3,237.300427,-35.651421,139,12.43,,0.7,,0,0,1,0,0,0,7.19E+02,,20,6356,33.6,0.308,,,2004,Ground,338.925348,14.51088,242.937052,-15.23378,,,,,,5.7,,,0.001,,83
Imaging,1,,0,,16,,245.47778,-20.719202,145,12.375,4200,0.9,,0,0,1,0,0,0,2.21E+03,,16,5000,,,,,2010,Ground,355.261958,20.124738,247.154925,0.796311,,-18.2,-29.5,34.7,,5.7,,-0.42,0.005,,4
Imaging,1,,0,,11.3,1.265,18.146006,17.065475,48,13.55,,0.33,,0,0,1,0,0,0,4.17E+04,,11.3,3591.3,14.179,0.13,,,2014,Ground,130.152329,-45.509583,23.228804,8.67441,,,,,-1.6,6.3,,,0.1,23,5
Transit,1,4.46529976,0,,0.525,1.319,344.445104,38.674953,139,10.34,5980,1.15,1.17,1,1,0,0,0,0,4.00E-01,58.9,0.525,166.86075,14.785,0.135,9.853,0.11802,2006,Ground,99.791512,-19.036217,4.295522,41.042024,,,,,,4,4.36,,,3.75,6
Transit,2,4.88780244,0,0.218,0.07362,0.389,297.709351,48.080856,37.81,6.57,4780,0.81,0.68,1,1,0,0,0,0,1.39E+00,,,,4.36,0.04,,,2008,Ground,81.833662,10.772474,321.548018,66.629453,26.45,126,233,264.9,-63.24,5.4,,,6.5,1.5,7
Radial Velocity,2,3407,0,0.601,1.59519,,297.709351,48.080856,37.81,6.57,4780,0.81,0.68,0,1,0,0,0,0,1.09E+02,,,,,,,,2018,Ground,81.833662,10.772474,321.548018,66.629453,26.45,126,233,264.9,-63.24,5.4,,,6.5,1.5,7
Transit,1,3.2130598,0,0,0.211,0.959,209.389489,43.493534,142.5,12.84,4650,0.73,0.7,1,1,0,0,0,0,2.70E-01,35.8,0.211,67.059,10.749,0.099,11.77,0.1406,2009,Ground,87.991696,68.875804,184.7799,50.632274,,,,,-40.51,5.4,4.61,-0.678,2.5,0.5,3
Transit,2,2.91625,,0.0133,0.851,1.272,129.882536,47.352051,214,10.622,5653,1.22,1.56,1,1,0,0,0,0,,106.04,0.851,270.462,14.258,0.131,5.8928,0.08389,2009,Ground,172.498256,37.542173,119.444885,27.907101,,,,,14.69,4.4,4.13,0.346,5,1.66,3
Radial Velocity,2,446.27,,0.6616,14.28,,129.882536,47.352051,214,10.622,5653,1.22,1.56,0,1,0,0,0,0,,,,,,,,,2009,Ground,172.498256,37.542173,119.444885,27.907101,,,,,14.69,4.4,4.13,0.346,5,1.66,3
Transit,1,4.62767,0,0.11,3.44,1.42,260.116169,38.242165,205,9.98,6600,2.65,1.82,1,1,0,0,0,0,,219,3.44,1093.3352,15.917,0.146,8.9,,2010,Ground,62.589094,33.537604,253.788135,61.12638,,,,,-20.81,3,4.25,,,8.4,3
Transit,1,10.8635,0,0.19,1.94,1.06,66.248026,39.460636,190,12.16,5568,1,1.07,1,1,0,0,0,0,,180.6,1.94,616.5902,11.882,0.109,19.25,,2010,Ground,161.558568,-6.891566,70.961623,17.578264,,,,,31.23,4.5,4.38,,,2,3
