pl_discmethod,pl_disc,pl_locale,ra,dec,st_glon,st_glat,st_elon,st_elat,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,st_sp,st_spstr,st_logg,st_lum,st_metfe,st_metratio,st_vsini,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_bmassprov,pl_rade,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag
Transit,2017,Space,100.195183,9.257431,203.482383,1.863841,100.364021,-13.815817,,,,5970,1.08,0.79,4,G0 VI,4.67,-0.155,0,[Fe/H],3.2,CoRoTID 223977153,b,1,6.71837,0.071,,47.6745,Mass,6.389,1,1,0,0,0,0
Astrometry,2013,Ground,125.76305,-49.200359,265.616826,-6.8261,154.111012,-64.882327,20.77,,,,0.07,,7.15,L1.5,,,,,,DENIS-P J082303.1-491201,b,1,246.36,0.36,0.345,9057.77,Mass,,0,0,0,1,0,0
Imaging,2004,Ground,67.423158,26.54952,171.899507,-14.938721,69.843598,4.676286,140,,,,0.33,0.27,6.05,M0.5,,,,,,DH Tau,b,1,,330,,3496,Mass,,0,0,1,0,0,0
Eclipse Timing Variations,2009,Ground,169.316667,17.961417,230.897313,66.456659,163.074589,12.285517,,,,,0.69,,,,,,,,,DP Leo,b,1,10220,8.19,0.39,1922.79,Msini,,0,0,0,0,0,1
Transit,2016,Space,130.41037,17.640005,208.283082,32.037612,128.156453,-0.60763,,15.256,V (Johnson),4148.21,0.66,0.57,,,,,,,2.6,EPIC 211822797,b,1,21.169861,0.131,0.06,,,1.98,1,0,0,0,0,0
Transit,2018,Space,136.573975,19.402252,208.781802,38.127689,133.29632,2.686761,182.6,10.154,V (Johnson),6025,1.18,1.38,4,G0,4.25,,0.1,[Fe/H],4,EPIC 211945201,b,1,19.49213,0.148,0,27,Mass,6.12,1,1,0,0,0,0
Transit,2018,Ground,253.76889,-28.710564,353.871282,9.233621,255.727635,-6.071918,458,11.601,V (Johnson),6257,1.28,1.43,3.6,F6 V,4.24,,0.14,[Fe/H],11.76,EPIC 229426032,b,1,2.18056,0.037,0,508.528,Mass,18.495,1,1,0,0,0,0
Transit,2018,Ground,347.704346,-7.857499,67.227387,-59.356523,345.632343,-2.379315,453,13.748,V (Johnson),5630,1.19,1.59,4.2,G2 V,4.11,,0.34,[Fe/H],3.78,EPIC 246067459,b,1,3.20466,0.046,0,273.3338,Mass,14.572,1,1,0,0,0,0
Imaging,2008,Space,65.898908,25.049898,172.115586,-16.960789,68.247655,3.412304,140,,,2838,0.05,,6.72,M7.25,,-0.699,,,,FU Tau,b,1,,800,,5085.28,Mass,,0,0,1,0,0,0
Imaging,2008,Space,344.412689,-29.622236,20.488021,-64.90957,333.860252,-21.135613,7.7,1.16,V (Johnson),,1.92,,2.3,A3 V,,,,,3.9,Fomalhaut,b,1,555530,160,0.87,,,,0,0,1,0,0,0
Transit,2015,Ground,153.715737,-47.156727,277.259427,7.760276,181.445562,-52.418931,12.04,13.49,V (Johnson),3270,0.18,0.21,6.45,M4.5 V,,-2.359,,,2,GJ 1132,b,2,1.628931,0.0153,0.22,1.66,Mass,,1,1,0,0,0,0
Transit,2018,Ground,153.715737,-47.156727,277.259427,7.760276,181.445562,-52.418931,12.04,13.49,V (Johnson),3270,0.18,0.21,6.45,M4.5 V,,-2.359,,,2,GJ 1132,c,2,8.929,0.0476,0.27,2.64,Msini,,0,1,0,0,0,0
Radial Velocity,2010,Ground,175.435974,42.751972,160.612622,68.918003,156.148069,36.838993,11.03,11.92,V (Johnson),3264,0.35,0.4,6.4,M4,,-1.699,,,,GJ 1148,b,2,41.38,0.166,0.38,96.7,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,175.435974,42.751972,160.612622,68.918003,156.148069,36.838993,11.03,11.92,V (Johnson),3264,0.35,0.4,6.4,M4,,-1.699,,,,GJ 1148,c,2,532.58,0.912,0.342,68.06,Msini,,0,1,0,0,0,0
Transit,2009,Ground,258.828837,4.96392,26.163966,23.610877,257.383147,27.915249,12.95,15.1,V (Johnson),3026,0.15,0.22,6.45,M4.5,4.94,,0.39,[Fe/H],2,GJ 1214,b,1,1.58040456,0.01411,,6.26125,Mass,2.847,1,1,0,0,0,0
Radial Velocity,2013,Ground,62.315273,-53.373699,262.781877,-45.323559,30.835617,-71.166855,14.97,11.81,V (Johnson),3500,0.4,,6.35,M3.5 V,,-1.708,0.1,[Fe/H],,GJ 163,b,3,8.63182,0.0607,0.073,10.6,Msini,,0,1,0,0,0,0
Radial Velocity,2013,Ground,62.315273,-53.373699,262.781877,-45.323559,30.835617,-71.166855,14.97,11.81,V (Johnson),3500,0.4,,6.35,M3.5 V,,-1.708,0.1,[Fe/H],,GJ 163,c,3,25.63058,0.1254,0.099,6.8,Msini,,0,1,0,0,0,0
Radial Velocity,2013,Ground,62.315273,-53.373699,262.781877,-45.323559,30.835617,-71.166855,14.97,11.81,V (Johnson),3500,0.4,,6.35,M3.5 V,,-1.708,0.1,[Fe/H],,GJ 163,d,3,603.95116,1.0304,0.373,29.4,Msini,,0,1,0,0,0,0
Radial Velocity,2009,Ground,73.023865,6.476539,192.22585,-22.862487,72.440162,-15.933888,12.12,12,V (Johnson),3370,0.36,0.38,6.35,M3.5 V,4.83,-1.796,0.3,[Fe/H],1.5,GJ 179,b,1,2288,2.41,0.21,260.61,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,111.852081,5.225785,212.344605,10.373589,112.742728,-16.50485,3.8,9.872,V (Johnson),3382,0.29,0.29,6.35,M3.5,,-2.056,0.09,[Fe/H],,GJ 273,b,2,18.6498,0.091101,0.1,2.89,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,111.852081,5.225785,212.344605,10.373589,112.742728,-16.50485,3.8,9.872,V (Johnson),3382,0.29,0.29,6.35,M3.5,,-2.056,0.09,[Fe/H],,GJ 273,c,2,4.7234,0.036467,0.17,1.18,Msini,,0,1,0,0,0,0
Radial Velocity,2000,Ground,4.052823,-79.851181,304.871337,-37.144007,294.815071,-65.241399,17.62,6.59,V (Johnson),5540,0.9,0.9,4.6,G6 V,4.7,-0.18,0.1,[Fe/H],5.5,GJ 3021,b,1,133.71,0.49,0.511,1071.04,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,32.295425,-16.339592,185.995664,-69.012079,23.84291,-27.519969,28.48,10.98,V (Johnson),3717,0.68,0.5,6,M0,,-1.347,-0.3,[Fe/H],,GJ 3138,b,3,1.22003,0.0197,0.19,1.78,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,32.295425,-16.339592,185.995664,-69.012079,23.84291,-27.519969,28.48,10.98,V (Johnson),3717,0.68,0.5,6,M0,,-1.347,-0.3,[Fe/H],,GJ 3138,c,3,5.974,0.057,0.11,4.18,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,32.295425,-16.339592,185.995664,-69.012079,23.84291,-27.519969,28.48,10.98,V (Johnson),3717,0.68,0.5,6,M0,,-1.347,-0.3,[Fe/H],,GJ 3138,d,3,257.8,0.698,0.32,10.5,Msini,,0,1,0,0,0,0
Radial Velocity,2007,Ground,130.24673,-23.456289,246.799424,11.189983,140.75966,-40.070149,15.1,11.97,V (Johnson),3510,0.42,,6.25,M2.5 V,,,0.36,[Fe/H],,GJ 317,b,1,692,1.15,0.11,794.5,Mass,,0,1,0,0,0,0
Radial Velocity,2013,Ground,133.781754,1.546508,226.70542,28.000745,135.787777,-15.207852,20.03,9.97,V (Johnson),3900,0.69,,6.1,M1,,,0,[M/H],,GJ 328,b,1,4100,4.5,0.37,731,Msini,,0,1,0,0,0,0
Radial Velocity,2015,Ground,67.14882,-25.169301,223.539019,-41.612063,59.472876,-46.21616,15.77,11.962,V (Johnson),3466,0.42,0.4,6.25,M2.5,,-1.658,0.02,[Fe/H],,GJ 3293,b,4,30.5987,0.14339,0.06,23.54,Msini,,0,1,0,0,0,0
Radial Velocity,2015,Ground,67.14882,-25.169301,223.539019,-41.612063,59.472876,-46.21616,15.77,11.962,V (Johnson),3466,0.42,0.4,6.25,M2.5,,-1.658,0.02,[Fe/H],,GJ 3293,c,4,122.6196,0.36175,0.11,21.09,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,67.14882,-25.169301,223.539019,-41.612063,59.472876,-46.21616,15.77,11.962,V (Johnson),3466,0.42,0.4,6.25,M2.5,,-1.658,0.02,[Fe/H],,GJ 3293,d,4,48.1345,0.19394,0.12,7.6,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,67.14882,-25.169301,223.539019,-41.612063,59.472876,-46.21616,15.77,11.962,V (Johnson),3466,0.42,0.4,6.25,M2.5,,-1.658,0.02,[Fe/H],,GJ 3293,e,4,13.2543,0.08208,0.21,3.28,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,75.48928,-6.946263,206.43054,-27.471237,73.386219,-29.552486,5.32,12.22,V (Johnson),3159,0.16,0.12,6.4,M4,,-2.569,-0.27,[Fe/H],,GJ 3323,b,2,5.3636,0.03282,0.23,2.02,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,75.48928,-6.946263,206.43054,-27.471237,73.386219,-29.552486,5.32,12.22,V (Johnson),3159,0.16,0.12,6.4,M4,,-2.569,-0.27,[Fe/H],,GJ 3323,c,2,40.54,0.1264,0.17,2.31,Msini,,0,1,0,0,0,0
Radial Velocity,2015,Ground,78.944663,-31.295951,234.219884,-33.034901,73.767614,-54.114028,23.16,12.08,V (Johnson),3526,0.47,0.44,6.25,M2.5,,-1.538,-0.09,[Fe/H],,GJ 3341,b,1,14.207,0.089,0.31,6.6,Msini,,0,1,0,0,0,0
Radial Velocity,2012,Ground,119.774349,15.391492,206.235418,21.757602,118.731056,-5.127428,25.2,12.33,V (Johnson),3652,0.51,0.48,6.15,M1.5,4.78,,0.18,[Fe/H],,GJ 3470,b,1,3.3366487,0.031,0.017,13.73,Mass,3.88,1,1,0,0,0,0
Radial Velocity,2010,Ground,164.646242,-31.143989,276.223405,25.810023,179.848028,-34.378377,19.8,11.93,V (Johnson),,0.45,0.43,6.25,M2.5,,-1.699,,,1,GJ 3634,b,1,2.64561,0.0287,0.08,8.4,Mass,,0,1,0,0,0,0
Radial Velocity,2017,Ground,242.263092,52.943874,82.2045,45.470077,211.505298,70.795228,16.96,10.25,V (Johnson),3867,0.63,0.61,6,M0,4.65,-1.12,-0.04,[Fe/H],1.67,GJ 3942,b,1,6.905,0.0608,0.121,7.14,Msini,,0,1,0,0,0,0
Radial Velocity,2016,Ground,259.002655,11.057666,32.274221,26.150632,256.94828,34.000028,17.79,10.83,V (Johnson),3722,0.5,0.49,6.1,M1,4.77,-1.387,-0.16,[Fe/H],0.93,GJ 3998,b,2,2.64977,0.029,0,2.47,Msini,,0,1,0,0,0,0
Radial Velocity,2016,Ground,259.002655,11.057666,32.274221,26.150632,256.94828,34.000028,17.79,10.83,V (Johnson),3722,0.5,0.49,6.1,M1,4.77,-1.387,-0.16,[Fe/H],0.93,GJ 3998,c,2,13.74,0.089,0.049,6.26,Msini,,0,1,0,0,0,0
Radial Velocity,2011,Ground,173.862289,-32.53997,284.883981,27.654775,188.900467,-31.961933,9.04,9.806,V (Johnson),3461,0.59,0.5,6.15,M1.5,4.81,,-0.17,[Fe/H],,GJ 433,b,1,7.3709,0.06,0.08,6.3566,Mass,,0,1,0,0,0,0
Radial Velocity,2004,Ground,175.546219,26.70657,210.542041,74.568904,164.773692,22.627727,10.23,10.67,V (Johnson),,0.47,0.46,6.25,M2.5 V,4.79,,,,0.24,GJ 436,b,1,2.64388312,0.0291,0.13827,22.1,Mass,4.17,1,1,0,0,0,0
Imaging,2013,Ground,199.193817,9.424156,322.790149,71.3124,194.008198,16.214869,17.95,5.22,V (Johnson),6234,1.22,,4,G0 V,4.6,0.332,0.28,[Fe/H],7.4,GJ 504,b,1,,43.5,,1271.3,Mass,,0,0,1,0,0,0
Radial Velocity,2016,Ground,210.26329,-2.654864,335.055454,55.813453,209.104682,9.076727,10.03,9.72,V (Johnson),3685,0.52,0.5,6.1,M1 V,4.75,-1.377,-0.08,[Fe/H],1.2,GJ 536,b,1,8.7076,0.06661,0.08,5.36,Msini,,0,1,0,0,0,0
Radial Velocity,2005,Ground,229.861771,-7.72228,354.077543,40.01875,229.521622,10.256543,6.27,10.56,V (Johnson),,0.31,0.29,6.3,M3 V,,-1.886,-0.25,[Fe/H],2.1,GJ 581,b,3,5.3686,0.04061,0,15.8,Msini,,0,1,0,0,0,0
Radial Velocity,2007,Ground,229.861771,-7.72228,354.077543,40.01875,229.521622,10.256543,6.27,10.56,V (Johnson),,0.31,0.29,6.3,M3 V,,-1.886,-0.25,[Fe/H],2.1,GJ 581,c,3,12.914,0.0721,0,5.5,Msini,,0,1,0,0,0,0
Radial Velocity,2009,Ground,229.861771,-7.72228,354.077543,40.01875,229.521622,10.256543,6.27,10.56,V (Johnson),,0.31,0.29,6.3,M3 V,,-1.886,-0.25,[Fe/H],2.1,GJ 581,e,3,3.149,0.02815,0,1.7,Msini,,0,1,0,0,0,0
Radial Velocity,2017,Ground,246.3526,54.304104,83.211477,42.785424,215.564914,73.279138,6.49,10.1,V (Johnson),3499,0.3,0.31,6.2,M2,4.94,-1.894,-0.38,[Fe/H],0.2,GJ 625,b,1,14.628,0.078361,0.13,2.82,Msini,,0,1,0,0,0,0
Radial Velocity,2009,Ground,254.53688,25.74416,46.523749,35.337414,248.941684,48.059289,10.32,9.69,V (Johnson),3700,0.54,,6.05,M0.5,,,0.08,[Fe/H],,GJ 649,b,1,598.3,1.135,0.3,104.244,Msini,,0,1,0,0,0,0
Radial Velocity,2011,Ground,259.745085,-34.996827,351.83958,1.414651,261.429866,-11.86212,6.8,10.22,V (Johnson),3350,0.33,,6.15,M1.5 V,4.69,-1.863,-0.55,[Fe/H],,GJ 667 C,b,5,7.2004,0.0505,0.13,5.6,Msini,,0,1,0,0,0,0
Radial Velocity,2011,Ground,259.745085,-34.996827,351.83958,1.414651,261.429866,-11.86212,6.8,10.22,V (Johnson),3350,0.33,,6.15,M1.5 V,4.69,-1.863,-0.55,[Fe/H],,GJ 667 C,c,5,28.14,0.125,0.02,3.8,Msini,,0,1,0,0,0,0
Radial Velocity,2013,Ground,259.745085,-34.996827,351.83958,1.414651,261.429866,-11.86212,6.8,10.22,V (Johnson),3350,0.33,,6.15,M1.5 V,4.69,-1.863,-0.55,[Fe/H],,GJ 667 C,e,5,62.24,0.213,0.02,2.7,Msini,,0,1,0,0,0,0
Radial Velocity,2013,Ground,259.745085,-34.996827,351.83958,1.414651,261.429866,-11.86212,6.8,10.22,V (Johnson),3350,0.33,,6.15,M1.5 V,4.69,-1.863,-0.55,[Fe/H],,GJ 667 C,f,5,39.026,0.156,0.03,2.7,Msini,,0,1,0,0,0,0
Radial Velocity,2013,Ground,259.745085,-34.996827,351.83958,1.414651,261.429866,-11.86212,6.8,10.22,V (Johnson),3350,0.33,,6.15,M1.5 V,4.69,-1.863,-0.55,[Fe/H],,GJ 667 C,g,5,256.2,0.549,0.08,4.6,Msini,,0,1,0,0,0,0
Radial Velocity,2007,Ground,262.166443,-46.895191,343.003882,-6.777523,264.165953,-23.614419,4.54,9.37,V (Johnson),3600,0.35,,6.25,M2.5,,-1.796,-0.28,[Fe/H],1,GJ 674,b,1,4.6938,0.039,0.2,11.09,Msini,,0,1,0,0,0,0
Radial Velocity,2010,Ground,262.546692,-51.636978,339.10397,-9.542696,264.752044,-28.333379,16.9,9.58,V (Johnson),3734,0.73,0.69,6,M0 V,4.62,,0.08,[Fe/H],1.6,GJ 676 A,b,4,1056.80005,1.82,0.33,1576.4368,Mass,,0,1,0,0,0,0
Radial Velocity,2016,Ground,262.546692,-51.636978,339.10397,-9.542696,264.752044,-28.333379,16.9,9.58,V (Johnson),3734,0.73,0.69,6,M0 V,4.62,,0.08,[Fe/H],1.6,GJ 676 A,c,4,7337,6.6,,2161.244,Msini,,0,1,0,0,0,0
Radial Velocity,2012,Ground,262.546692,-51.636978,339.10397,-9.542696,264.752044,-28.333379,16.9,9.58,V (Johnson),3734,0.73,0.69,6,M0 V,4.62,,0.08,[Fe/H],1.6,GJ 676 A,d,4,3.6005,,0.262,4.4,Msini,,0,1,0,0,0,0
Radial Velocity,2012,Ground,262.546692,-51.636978,339.10397,-9.542696,264.752044,-28.333379,16.9,9.58,V (Johnson),3734,0.73,0.69,6,M0 V,4.62,,0.08,[Fe/H],1.6,GJ 676 A,e,4,35.39,,0.125,8.1,Msini,,0,1,0,0,0,0
Radial Velocity,2014,Ground,264.10791,68.339142,98.602314,31.964193,139.098969,87.126489,4.53,9.15,V (Johnson),3340,0.45,0.43,6.3,M3 V,4.82,,0.15,[Fe/H],,GJ 687,b,1,38.14,0.17,0.04,19.0698,Mass,,0,1,0,0,0,0
Radial Velocity,2008,Ground,323.391571,-49.009006,349.172997,-46.349541,308.619251,-32.474924,4.94,8.66,V (Johnson),3472,0.45,,6.15,M1.5,4.7,-1.585,-0.3,[Fe/H],,GJ 832,b,2,3657,3.56,0.08,216,Msini,,0,1,0,0,0,0
Radial Velocity,2014,Ground,323.391571,-49.009006,349.172997,-46.349541,308.619251,-32.474924,4.94,8.66,V (Johnson),3472,0.45,,6.15,M1.5,4.7,-1.585,-0.3,[Fe/H],,GJ 832,c,2,35.68,0.163,0.18,5.4,Msini,,0,1,0,0,0,0
Radial Velocity,2006,Ground,332.418121,-4.640729,55.890562,-45.399081,332.71949,6.277393,8.77,10.37,V (Johnson),3241,0.65,0.53,6.3,M3 V,4.8,,0.24,[Fe/H],1,GJ 849,b,1,1882,2.35,0.04,317.83,Mass,,0,1,0,0,0,0
Radial Velocity,1999,Ground,32.608059,-50.823723,275.92629,-61.960869,0.427529,-57.849083,10.91,6.12,V (Johnson),5182,0.93,0.77,5.1,K1 V,4.63,,-0.22,[Fe/H],2.37,GJ 86,b,1,15.76491,0.11,0.04,1404.8086,Mass,,0,1,0,0,0,0
Radial Velocity,1998,Ground,343.319733,-14.2637,52.003955,-59.630067,339.169218,-6.626662,4.7,10.191,V (Johnson),,0.32,0.3,6.4,M4,,-1.907,,,0.16,GJ 876,b,4,61.1166,0.208317,0.0324,723.2235,Mass,,0,1,0,0,0,0
Radial Velocity,2000,Ground,343.319733,-14.2637,52.003955,-59.630067,339.169218,-6.626662,4.7,10.191,V (Johnson),,0.32,0.3,6.4,M4,,-1.907,,,0.16,GJ 876,c,4,30.0881,0.12959,0.25591,226.9846,Mass,,0,1,0,0,0,0
Radial Velocity,2005,Ground,343.319733,-14.2637,52.003955,-59.630067,339.169218,-6.626662,4.7,10.191,V (Johnson),,0.32,0.3,6.4,M4,,-1.907,,,0.16,GJ 876,d,4,1.93778,0.020807,0.207,6.83,Mass,,0,1,0,0,0,0
Radial Velocity,2010,Ground,343.319733,-14.2637,52.003955,-59.630067,339.169218,-6.626662,4.7,10.191,V (Johnson),,0.32,0.3,6.4,M4,,-1.907,,,0.16,GJ 876,e,4,124.26,0.3343,0.055,14.6,Mass,,0,1,0,0,0,0
Transit,2017,Space,351.770142,-1.286273,81.344525,-57.182757,351.933551,2.082007,30.32,10.25,V (Johnson),4269,0.61,0.61,5.5,K5 V,4.65,,-0.5,[m/H],1.3,GJ 9827,b,3,1.2089802,0.01888,,3.42,Mass,1.62,1,1,0,0,0,0
Transit,2017,Space,351.770142,-1.286273,81.344525,-57.182757,351.933551,2.082007,30.32,10.25,V (Johnson),4269,0.61,0.61,5.5,K5 V,4.65,,-0.5,[m/H],1.3,GJ 9827,c,3,3.648083,0.03942,,2.42,Mass,1.269,1,1,0,0,0,0
Transit,2017,Space,351.770142,-1.286273,81.344525,-57.182757,351.933551,2.082007,30.32,10.25,V (Johnson),4269,0.61,0.61,5.5,K5 V,4.65,,-0.5,[m/H],1.3,GJ 9827,d,3,6.201467,0.05615,,5.2,Mass,2.07,1,1,0,0,0,0
Imaging,2004,Ground,237.300427,-35.651421,338.925348,14.51088,242.937052,-15.23378,139,12.43,V (Johnson),,0.7,,5.7,K7e V,,,,,,GQ Lup,b,1,,100,,6356,Mass,33.6,0,0,1,0,0,0
Imaging,2010,Ground,245.47778,-20.719202,355.261958,20.124738,247.154925,0.796311,145,12.375,V (Johnson),4200,0.9,,5.7,K7,,-0.42,,,,GSC 06214-00210,b,1,,320,,5000,Mass,,0,0,1,0,0,0
Imaging,2014,Ground,18.146006,17.065475,130.152329,-45.509583,23.228804,8.67441,48,13.55,V (Johnson),,0.33,,6.3,M3,,,0.1,[Fe/H],23,GU Psc,b,1,,2000,,3591.3,Mass,14.179,0,0,1,0,0,0
Transit,2006,Ground,344.445104,38.674953,99.791512,-19.036217,4.295522,41.042024,139,10.34,V (Johnson),5980,1.15,1.17,4,G0 V,4.36,,0.13,[Fe/H],3.75,HAT-P-1,b,1,4.46529976,0.05561,,166.86075,Mass,14.785,1,1,0,0,0,0
Transit,2008,Ground,297.709351,48.080856,81.833662,10.772474,321.548018,66.629453,37.81,6.57,V (Johnson),4780,0.81,0.68,5.4,K4,,,0.31,[Fe/H],1.5,HAT-P-11,b,2,4.88780244,0.05254,0.218,23.4,Msini,4.36,1,1,0,0,0,0
Radial Velocity,2018,Ground,297.709351,48.080856,81.833662,10.772474,321.548018,66.629453,37.81,6.57,V (Johnson),4780,0.81,0.68,5.4,K4,,,0.31,[Fe/H],1.5,HAT-P-11,c,2,3407,4.13,0.601,507,Msini,,0,1,0,0,0,0
Transit,2009,Ground,209.389489,43.493534,87.991696,68.875804,184.7799,50.632274,142.5,12.84,V (Johnson),4650,0.73,0.7,5.4,K4,4.61,-0.678,-0.29,[Fe/H],0.5,HAT-P-12,b,1,3.2130598,0.0384,0,67.059,Mass,10.749,1,1,0,0,0,0
Transit,2009,Ground,129.882536,47.352051,172.498256,37.542173,119.444885,27.907101,214,10.622,V (Johnson),5653,1.22,1.56,4.4,G4,4.13,0.346,0.41,[Fe/H],1.66,HAT-P-13,b,2,2.91625,,0.0133,270.462,Mass,14.258,1,1,0,0,0,0
Radial Velocity,2009,Ground,129.882536,47.352051,172.498256,37.542173,119.444885,27.907101,214,10.622,V (Johnson),5653,1.22,1.56,4.4,G4,4.13,0.346,0.41,[Fe/H],1.66,HAT-P-13,c,2,446.27,,0.6616,4538.421,Msini,,0,1,0,0,0,0
Transit,2010,Ground,260.116169,38.242165,62.589094,33.537604,253.788135,61.12638,205,9.98,V (Johnson),6600,2.65,1.82,3,F,4.25,,0.11,[Fe/H],8.4,HAT-P-14,b,1,4.62767,,0.11,1093.3352,Mass,15.917,1,1,0,0,0,0
Transit,2010,Ground,66.248026,39.460636,161.558568,-6.891566,70.961623,17.578264,190,12.16,V (Johnson),5568,1,1.07,4.5,G5,4.38,,0.22,[Fe/H],2,HAT-P-15,b,1,10.8635,,0.19,616.5902,Mass,11.882,1,1,0,0,0,0
Transit,2010,Ground,9.573181,42.463078,120.346854,-20.342618,27.650227,34.792342,235,10.812,V (Johnson),6158,1.22,1.24,3.8,F8,4.34,0.294,0.17,[Fe/H],3.5,HAT-P-16,b,1,2.77596,0.0413,0.036,1332.605,Mass,14.448,1,1,0,0,0,0
Transit,2010,Ground,324.536396,30.488716,80.85211,-16.176688,339.897027,41.63443,90,10.54,V (Johnson),5246,0.99,0.87,5,K,4.53,,0,[Fe/H],0.3,HAT-P-17,b,2,10.33852,,0.35,184.3414,Mass,11.769,1,1,0,0,0,0
Radial Velocity,2010,Ground,324.536396,30.488716,80.85211,-16.176688,339.897027,41.63443,90,10.54,V (Johnson),5246,0.99,0.87,5,K,4.53,,0,[Fe/H],0.3,HAT-P-17,c,2,5584,5.6,0.39,1080.6,Msini,,0,1,0,0,0,0
Transit,2010,Ground,256.346473,33.012512,55.652182,35.561804,249.552483,55.486755,166,12.759,V (Johnson),4803,0.77,0.75,5.2,K2,4.57,-0.569,0.1,[Fe/H],0.5,HAT-P-18,b,1,5.508023,0.0559,0.084,62.61,Mass,11.153,1,1,0,0,0,0
Transit,2010,Ground,9.516742,34.711575,119.817745,-28.079258,23.422627,27.930092,215,12.901,V (Johnson),4990,0.84,0.82,5.1,K1,4.54,-0.432,0.23,[Fe/H],0.7,HAT-P-19,b,1,4.008778,0.0466,0.067,92.802,Mass,12.689,1,1,0,0,0,0
Transit,2007,Ground,245.151489,41.048084,65.020956,45.232339,229.161802,61.011642,135.32,8.689,V (Johnson),6412,1.93,1.71,3.8,F8,4.16,,0.06,[Fe/H],20.8,HAT-P-2,b,1,5.63347,,0.52,3632.7969,Mass,13.451,1,1,0,0,0,0
Transit,2010,Ground,111.916469,24.33663,194.414905,18.394672,109.900353,2.398764,70,11.339,V (Johnson),4595,0.76,0.69,5.3,K3,4.63,-0.721,0.35,[Fe/H],2.1,HAT-P-20,b,1,2.875317,0.0361,0.015,2302.899,Mass,9.718,1,1,0,0,0,0
Transit,2010,Ground,171.274955,41.027954,169.324835,67.463713,153.849859,33.830667,254,11.685,V (Johnson),5588,1.24,1.21,4.3,G3,4.33,,0.01,[Fe/H],3.5,HAT-P-21,b,1,4.12448,,0.23,1547.8321,Mass,12.442,1,1,0,0,0,0
Transit,2010,Ground,155.681719,50.128345,163.647264,53.566834,136.856945,36.808314,82,9.732,V (Johnson),5302,1.13,1.11,4.5,G5,4.36,,0.24,[Fe/H],0.5,HAT-P-22,b,1,3.21222,,0.02,785.0401,Mass,12.89,1,1,0,0,0,0
Transit,2010,Ground,306.123854,16.762152,58.936294,-11.834165,313.497978,34.907378,393,12.432,V (Johnson),5905,0.58,0.96,4,G0,4.33,,0.15,[Fe/H],8.1,HAT-P-23,b,1,1.21288,,0.11,425.8922,Mass,12.218,1,1,0,0,0,0
Transit,2010,Ground,108.825058,14.262599,202.738016,11.65316,108.408689,-7.981749,396,11.818,V (Johnson),6373,1.37,1.38,3.8,F8,4.27,,-0.16,[Fe/H],10,HAT-P-24,b,1,3.35524,,0.07,238.3725,Mass,14.572,1,1,0,0,0,0
Transit,2010,Ground,48.435419,25.197405,159.314258,-27.442491,52.785606,6.967523,297,13.19,V (Johnson),5500,1.01,0.96,4.5,G5,4.48,-0.125,0.31,[Fe/H],0.5,HAT-P-25,b,1,3.652836,0.0466,0.032,180.202,Mass,13.339,1,1,0,0,0,0
Transit,2010,Ground,213.156383,4.059997,346.513394,59.873133,209.495168,16.377661,134,11.744,V (Johnson),5079,1.12,0.87,5.1,K1,4.56,,-0.04,[Fe/H],1.8,HAT-P-26,b,1,4.23452,,0.12,22.2481,Mass,7.062,1,1,0,0,0,0
Transit,2011,Ground,222.767436,5.947368,1.683409,54.543954,218.385652,21.328293,204,,,5300,0.94,0.9,4.8,G8,4.51,-0.244,0.29,[Fe/H],0.4,HAT-P-27,b,1,3.039577,0.04,0,197.05,Mass,11.43,1,1,0,0,0,0
Transit,2011,Ground,13.000766,34.728413,123.063604,-28.143139,26.326658,26.688071,395,13.03,V (Johnson),5680,1.02,1.1,4.3,G3,4.36,0.053,0.12,[Fe/H],0.2,HAT-P-28,b,1,3.257215,0.0434,0.051,198.953,Mass,13.585,1,1,0,0,0,0
Transit,2011,Ground,33.131142,51.778759,135.470653,-9.10791,50.240637,35.894102,322,11.9,V (Johnson),6087,1.45,1.3,3.8,F8,4.34,,0.21,[Fe/H],3.9,HAT-P-29,b,1,5.72319,,0.09,279.6904,Mass,13.115,1,1,0,0,0,0
Transit,2007,Ground,206.094121,48.028667,100.166711,66.692505,177.534477,53.047664,138,11.577,V (Johnson),5185,1.06,0.87,5,K,4.56,,0.27,[Fe/H],0.5,HAT-P-3,b,1,2.8997,,0,206.5895,Mass,10.536,1,1,0,0,0,0
